review_text,prediction,targets
"I love this app, buuuut... There's a lot of small simple things that can be 
added to the actual organization system that can make it much more 
effective on people For now (bigger concerns), - PLEASE allow task ( and 
etc.) making/ setting/ marking (and etc.) to be allowed to be done OFFLINE, 
it's worth it and will be effective trust me - when making tasks and all 
that good stuff there's an option to have a start date. This does nothing, 
I suggest that this should let the said task or etc to only show up on the 
date you stated, or have a tag you can activate to show it, or at least not 
turn red or damage you until the start date of your choice, or just some 
concept of long term task setting(please) - when I try to make a party in 
the mobile app it directs me to a window in chrome, that then tells me to 
use the mobile app. Really love this, best of wishes in developing :)))",1,1
"Best to-do app I have used. It offers most of the features that other similar apps also offer, in a very simple user intefface: organize your tasks into lists, use tags, create smart lists, use two-way sync with Google Calendar. Finally, what makes it Excel over the competitors for me is that it also works as a daily/weekly planner, since the calendar view allows to drag and drop pending tasks into the day/week and also schedule start and end times for each task.",2,2
Uninstall app that wants sell me every small feature  ✔DONE,0,0
Too many errors,1,0
"Тарас это крутая идея и хорошая реализация. Доставляет кайф возможность разбивать дэйлики на подпункты (будет чётко если добавишь возможность автозавершения после выполнения всех пунктов). Система ачивок вполне юзабельно но нужно устанавливать ачивки на ""Habit generate"" - по типу 30 дней без перерыва и при желании по возрастающей 3 месяца и т. д Nexus 5x lineages OS 15.1 не работают reminders. Не готов брать подписку, но если добавишь отдельный платный контент (иконки или журнал квестов) - куплю",2,2
App looks very interesting and the way it is displayed is ibteresting. But i am unable to place the widget on screen.. each time i try to add it to my homescreen it disappears.. i mean it does bot get placed on my home screen. Help me with this.. my phone is One Plus 3 with Android 7.1 Noughat,1,1
Perfect app,2,2
I want to love this more but I’m not heaps impressed that dark mode is free and native on iOS but not on Android. I use my devices a lot later at night and it would really help if this app would keep the dark theme the rest of my apps generally manage to keep. It’s also the one constant notification that annoys the pants off me as it is bright white against the dark screen.,2,2
"Great app, but there are constant bugs in the widget (cannot add tasks from the widget, selecting the list to display in the widget is too sensitive and often redirects you back to the app instead of the list select drop down).",1,1
"Its perfect,I really recommend downloading it,it has the priority of your works,calendar,etc...thank you so much!it is so useful",2,2
Pros: I like the layout. I like the ease of entering tasks. I like the widget. Cons: No check off when complete. No accountability tracking. It just didn't help at all with keeping me on task.,1,1
how to use this? help me please,0,0
"Please add Data synchronisation with Google Drive...So, when we change device we can get our old Data on signing in",1,1
I see no difference in this and Google calendar,0,0
It's very nice.but how to get Time line on home screen,2,2
Laggy.,1,1
"I like this app quite a bit. It has more useful features compared to the normal Samsung calendar app. It does not, however, play well with Google. In that I can't ask Google what my agenda is and have it pull info from this app. Lame. Hence 4 stars only. Not sure if that's a Google thing or a thing for this app. Otherwise I like it a lot.",2,2
"The app is really neat. It would be great if there was the option to pause 
timers!",1,1
"Additionally, having to manually go thru and re-invite contacts for every task again is not customer friendly. Really disappointed.",0,0
"It's a good app, help us in day the day",2,2
"So far so good but two improvements would allow me to delete the other planner app I have on my phone.  1) Reminders. I am looking for an app that would act like a print planner where I would list my tasks by day for the future. I'd like to be able to check an app for Mon., Tue, Weds., etc but without having to set a specific reminder for each. Monday should just be Monday without needing to set a time. Would be great to just have a list for the whole day.  2) For lists such as grocery lists, I don't see any setting to allow the app to stay on screen if you are currently in a store and trying to buy off your list. This is important!! No one wants to grocery shop and have to constantly unlock their screen to see the list.",1,1
excellence app. but now widget error on asus zenfone max 3,1,1
"*Update* 11/02/20 USE AT YOUR OWN RISK! As expected, no contact from developers. App has not been updated since 2018. This app was great for a month until it kept freezing my phone. A de/reinstall has now lost all my data and looking at other users with this issue, it looks like it is lost forever because of the sync function never working and no contact from developers. Very upset and disappointed.",0,0
It's pretty good. I wish you could change the type of selector though (yes/no vs x times a day) after habit creation. It seems there is no way to do this yet.,2,2
Cool,2,2
It's very good,2,2
It's a nice applications but it should also have a button for completing before time. Give up then ends up killing the tree and hence loss of progress of the forest.,2,2
A nice little app. Liked most aspects of it... But had to uninstall because of just one feature - reminder. I dont know why would someone decide to ship this very basic feature as a premium one! If an app like this reminds me after two days in an email that I have overdue tasks than there is absolutely no purpose of using such an app.,0,0
C'est très bien... mais ça devrait être moins lourd en daya,0,1
"This app is not free for even a trial, so how am I going to buy it.",0,0
"Could be better on Samsung S6, not showing reminders on screen, have to open the same as a diary....",1,1
"As someone who has ADHD and deals with executive dysfunction, this is a very useful app! There are a LOT of paywalls though.",1,1
"Great app and well thought of, love the wear os integration. However paying for the full version, I wish there was more customizable options such as custom background or custom font for the numbers. Would be great to include that.",1,1
"Its the best callendar ive used. But letely its been freezing a lot, and its annoying because i use it a lot. Pls fix the freezing. Edit. 6months have passed and this is still freezing. Why? I use my calendar a lot, so i cant keep using this.",0,0
Best app for tracking habits...could be better if it could be connected to the alarm and a better reminder system would have helped...otherwise this app is really helpful tajnk you sooo much guys!!!,2,2
"The idea is wonderful. But a lot of tedious mistakes spoil the whole impression. For example, information is slowly updated even within the application, often clicking on a menu item is ignored. If you create a task without a title, but with a list, it will become closed for editing, just delete. Not all things are obvious. I had to read help to solve simple questions. Well, the old-school 8-bit graphics - not everyone likes it.",0,0
Its ok. Looks great. Sends reminders. A couple of features available in free version. ★Cannot add hyperlinks ★constant push to upgrade [additional comment in regards to developer respons ] : How can i add hyperlink in notes? seems like it can only be stored as text,1,1
The app does not sync with my Google calendar and there is no sync option or refresh option. Meetings etc are not shown and I have to go back to the Google calendar or acalender to make sure I don't miss anything. Events made on my tablet do not show on my phone. Please fix this. It's such a great app if it just worked.,0,0
This program makes my Garmin connect provide a notification and buzz every 2 seconds to let me know that my tree is still growing. Can find no guidance on how to disable this.,0,0
Can only put 5 tasks before having to pay,0,0
This app reminds me everytime I forget about something important and it's all organized.I ❤ this app.Thank u so much for making this app.,2,2
if I log in to To Do then I get logged out if Outlook. When I log back into Outlook I get logged out of To Do. I cannot use both. If you had just kept tasks in Outlook we would not need 2 apps.,1,0
Premium does not work. False advertising!,0,0
this is very good,2,0
Cant even understand how to use it..didnt like at all,0,0
"Functional, not beautiful. Nothing particularly advantageous compared to other calendar apps.",1,1
"I loved the look of this widget and can see the potential,  but it made my phone completely crash , turning itself off and constantly trying to turn on but would only stay on for 2 minutes I had to delete it. Please help me so this doesn't happen, because I would love to be able to use this.",0,1
"It's really a great app and good concept to cure phone addiction. But I've some ideas for making it more interesting. Introduce forest customization options- like a real forest. Add animals, Cascades etc. Anyway great work guys!",1,1
"The idea is great. I've used it many times to stay focused and stay on task. I enjoy the fact that you can write lil bios of on your trees. However, the app would be tremendously more useful if I were able to restrict certain apps for a period of time rather than not using my phone at all. I still want to use certain apps, like music and reading apps, rather than not having access to my phone at all.",2,2
"The app was working great, up until recently! Now i cant click on the date, and update it directly through the widget. I have to open the app and make changes through there. What happened! :(",1,1
"Why is the timer not working anymore??? Worse, after the update nothing appears but a black screen. I've been using this for a few months already and this suddenly happens . Sad that I'm even on a Pro Account and I can't make the most out of it. So disappointing. :(",0,0
"Minimum 3 stars, no real problems so far. Nothing to compare it to but its bright and keeping me organized.",1,1
I understand the need to play ads in a free version. But your ads are going for 30 seconds before you can get rid of them which makes this app unusable.,0,0
"""Sorry you have reached the use limit on subtasks. Upgrade now and add up to 199 subtasks per task"". Are you serious guys? Pro version for more subtasks? Why 199, why not unlimited?",0,0
"I would really like to see the inbox feature in Wunderlist brought over. There is currently no efficient way to quickly add tasks so you can sort/organize them later. On the main page, there is only an add list button, and I don't want to add everything to My Day. This gets cluttered and messy. It would also be nice if tasks that you have assigned for a certain day are automatically added to My Day, instead of having to go through and look for tasks that are due and add them to My Day manually.",1,1
"Seems like a good idea but the widget is invisible. It is there, I can see the edges when I try to move it but it's completely invisible. I tried decreasing the widget transparency and deleting cache but to no avail. Devs, any clues? Thank you",1,1
"Okay if you like planning with Google. It's exactly like that, just prettier. I don't see how this can replace a paper planner at all.",0,0
Not advisable to anyone.,0,0
Todoist has 1 big flaw that really prevents me to use it well: if you schedule a task to be repeated daily and do it few minutes after midnight it will skip a day. Overdue tasks that are completed should add the repeat time to the previous date not be reset to the day they are marked compete!!,0,0
App has stopped opening,0,0
"A super-quick response from the dev sorted out my issue with the alarm sound, so now this little app is perfect for me. You can sort your tasks into lists; you can be reminded, by notification or alarm, any amount of time beforehand; you can set a priority for tasks... and probably more that I haven't discovered yet. Now I just need a busier life.",2,2
"After it was updated, i can't open this app, it don't work and i have to reinstall it because i still love this app. But that isn't comfortable. Hope you guys can fix it",0,1
"I want to like it, but the main thing I wanted it for is location based reminders. When adding a location I hit star to save it, but they aren't saved, you have to manually enter the address every time. I don't understand why everyone gets location based notification so wrong.",1,1
"Developer is non-responsive. For some reason when downloading the app from the play store it associates with the incorrect Google account. I have verified I am downloading the app with my intended account, however it continually associates with the wrong account. It's not really a big deal, but I was planning to upgrade to premium with my play store credits. The account this app associates to does not have any.",0,0
How can i take the notes i have made and copy them over to my laptop. I have looked to see where the notes save to but can't seem to find them anywhere. Please help me,2,1
"Awesome app to keep your life on track. Would 5 star, but app crashes every time I try and add a custoum sound. Edit: Thank you! Will try again after the next update.",2,2
"Updated: I did not download the app elsewhere, the chinese language came out after i cleared the data of the app because of the crashes. It came back to normal after reinstalling it. Another update: the app crashes again after it, there is really something wrong with your app here",0,0
Great app. Only complaint is that I'd like the AMOLED dark mode in the app to match the widget.,2,2
This would have been a 5 star to app if it wasnt for one miner problem I didn't like. You can't choose PM or AM times and it's just a annoying and confusing.,2,2
If more than one task is enabled for same time then it hangs. I have to keep 1 min difference in both task. Pls fix it.,1,1
"Feature request: Natural Language support: When typing 'today at 3 pm' or 'tomorrow at 10 am', it should understand and set the due dates accordingly as in Wunderlist.",1,1
Works well.,2,2
Earlier it was great. But now keeps crashing,0,0
"You're good guys. Your efforts are admirable Please consider making the app 
available to milions of people and support ""rtl"".",1,1
"Just started hence neutral stars. I was going to write to the devs but I see you reply here. Open is good. I don't know what a filtered list is. That is my only confusion so far. I was interested in premium but put off by the monthly fee rather than a single license. Meanwhile I was playing with the idea of selling each premium feature separately. That would give you information about what your users want - especially after you add computer support. Feed the wolf you want, Linux 1st.",1,1
Great application,2,2
"Great app, but it just syncs to my google calendar making it redundant. I wanted to use this for nonpersonal task and keep it separated. While using the App I get 40 notifications because it updates my personal calendar as well. I gave 2 stars because otherwise the functionality and UI is really nice.",0,0
It's been great! A great to do list app,2,2
Have re-defined my routines and activities. Working well.,2,2
"I used to love this app but since installing the latest version on my new Samsung 10 the Google Tasks sync has stopped working. It synchronises from Google to Business Calendar but will not synchronise from Business Calendar to Google. ] I have tried disconnecting my Google account and reconnecting, I've made sure BC2 Tasks is associated with my Google account and all Sync settings are turned on. Is this is a known issue and if so will a fix be developed please? Thanks.",1,1
"I liked it ,nic one. thanks!",1,1
"This calendar is lovely to use. Minimalist, asthetically pleasing and 
exactly the functions (and view options) I was looking for. Love it!",2,2
Helps me stay organized..,1,1
I don't get this app,0,0
Your app was gud but when i did reset my phone and install this again app doesn't work properly i can do whatever i want it doesn't protect me to other apps... If i use other apps while tree is growing they don't die... Your app is really useless,0,0
Handy habit helper,2,2
There needs to be a feature to purge completed tasks. Its cumbersome to to have to delete them one by one or by selected all and deselecting the upcoming tasks. Potential to delete active tasks.,1,1
The ios app is lot better than this. please improve it as soon as possible.,2,2
Works well. The interface is a little odd. You have to scroll down to see all the graphs.,2,2
"Habitica is the best productivity app I've used thus far. It lasted me for months. The quests are the most motivating feature, and I was able to take down a couple bosses solo. However, motivation dried up weeks into my first fetch quest because despite being extremely productive, I had no chance of finding even one shard. Unless you're comfortable teaming up with a bunch of strangers to take on quests, there becomes a point when being solo makes the quest motivation feature impossible.",2,2
Great app I would like to have the option for purchasing a permanent full version. I wouldn't mind paying 20 USD,2,2
So so. I expected the ability to attach files to notes and a lot more flexibility with format.,1,1
Very nice app I like the fact I am able to log in any type of event in the calender and track your progress.,2,2
"Forced to migrate from Wunderlist. Why can't the developers just keep basic features such as adding an item to the top of the list? (instead of bottom) I also miss the Today view where tasks are organised by Category instead of Date. Urgh.. Going to look for another app. Sorry Microsoft, you ruined the app for me.",0,0
Unlock,1,1
"Such a waste of such a great app. Would have given it five stars if it didn't constantly crash, causing it to either not open once time's up unless I force close (losing my tree) or not notifying me in the first place as it crashed halfway through (and again losing my tree). I hope this can be fixed in the near future because I'm not willing on giving up on this app this soon",0,0
can you fix Google fit integration? use their movement points?,1,1
"Awesome new idea for a productivity widget. Significantly more useful than a calendar or list of upcoming events. the one thing I would like to change would be the display of numbers on arcs. It looks kind of silly near the center of the circle when the numbers twist and overlap. Change that, 5 stars.",2,2
"I really like this app. Enough to purchase the premium a few years back, but the app didn't update to premium for me, and there was no response when I contacted the support. Seems like I'm not alone in this experience. Don't put your trust in the developers!",0,0
"I love this app and use it with my watch but have been having a few problems. firstly I purchased the pro version off of my main google account. But the app is connecting to the other google account I have on my phone. I dont want to purchase pro a second time and the only way that I have found to disconnect it from that second account is by removing that account from my phone. Secondly, since daylight saving my events have been an hour off until I sync my events. Will change if probs are fixed",1,1
Useless without pro.,0,0
i almost tried this. when it opened google calendar so i could create a new event im writing this then uninstalling.,0,0
At the features are premium 😐,0,0
"Not sure yet,still testing it",1,1
good so far. only used a few times may review later on.,1,1
I like it .,2,2
ok,1,1
I bought the premium. And I can't sync the data between my devices.,0,0
"Please make an google account login, tired of Microsoft auth shenanigans.",1,1
Its great productivity app but not the one that motivates me or to fun to use personally. The game theme is cool but not the one I like. I like the original task apps better with all neat features since this one doesn't really have any.,1,1
notification does not sound. pls develop......... Why can not be set for 6 days in a routine week ...? Please like this,1,1
"Seems like I really great app, but I just installed it and I couldn't get passed the avatar creation screen :/",1,1
"I like this application a lot. It is a very productive too. They only issue I have is with the notifications. They seem to quit working after a while. I don't know what necessarily makes them start working again... Either starting the app back up, restarting my phone, or both. Nothing else seems to have this issue.",1,1
I have been using this calendar for years and have decided to upgrade partially to support the developers and partially for the additional functionality. I have no intention on ever switching my calendar application,1,2
"I was trying out to any.do free version. I had spent quite a bit of time making lists and suddenly one day they were entirely inaccessible. Look like they let me put in a lot of dataand then after a certain point decide to hold that data the hostage until I paid them. I decided to not use any.do because after I pay them and started making more list, would they suddenly didn't demand that I paid them more per month in order to access all the information I had taking the time to put in?",0,0
This is by far the best overall organizer app I have found. My only complaint would be the lack of multi tiered tasks.,2,2
"I have used this app for a couple of years now and it was great. It had small banner ads before, however recently they have incorporated video ads which play every time you input a new plan. This is incredibly tedious and a massive waste of time. DO NOT DOWNLOAD.",0,0
Amazing app. Beats the even best ones out there. Good work. Keep it up.. keep improving..,2,2
I have appointments on the internal calendar that don't show on here. This includes new ones and ones I made months ago. No point in using this if I have to check another app to find all of my appointments.,1,1
I love making lists and this application makes it much more accessible to do so... 🟢I don't have to worry about which pocket my hand written list was last put into. 🟢I don't have to worry about keeping a pen on me or losing it in the store for the tenth time. Lol 😜 🟢AND I dont have to check things off!!!! The app just checks it off for me with a single tap.,0,2
Please add two factor authentication. I couldn't post my request through app because I don't have a Facebook account to log in.,2,2
"I like this app. It has a lot of the features I use all in one place. However, even though it lists all my Google calendars, I can't figure out how to do anything with them. I have projects spread over a dozen calendars but I can't seem to add anything to any of them.",2,2
Great app but I would prefer some changes in its interface.,1,2
After unlocking the tree with sufficient coins the tree is not changing and irt remains fixed in green colour,1,1
"I'd like to give it a 5 star, VERY MUCH. The app is very useful, convenient and easy to use and what's even better is that it allows the user to modify the alarm (sound, icon, etc) as we please that makes it much easier to organize our schedule. But the app no longer works after i've changed my phone, i don't know if the issue is about my phone (i used Mi A1 before and oppo currently) or the app. I've read about the configuration to get the app back to work but to no avail, please help. Ty",0,0
its good nd loved it but need to more developed,1,1
Ok app,1,1
Really good. I usually forget my duties and this app really notificate me and make me do them with some xp hahahaha,2,2
"I logged in with Facebook. I upgraded to the pro version. Checked the planner a day later and had to log in again. Now it says to upgrade to the pro version again and if I click it, Play says I'm already subscribed to it.",0,0
"Overall a well-designed app that I would otherwise use, except for the lack of Google Assistant integration, a la Todoist.",1,1
"THIS IS THE BEST APP EVER. I am a very procrastinative person from a long time ago, so I decided to improve my life. I suffered so much because I did things I didn't needed to do in the wrong time. But Habitica was there to help me rewarding me to use my time wisely :3 THANK YOOOOOOOU :DDD",2,2
"Amazing planner! I've been using the desktop version linked with my Google calendar and it was working great! Now with the app, it's even better than I thought it would be! I love having all of my appointments in one place and it's so easy to use! I especially enjoy the extra feature of being able to add notes to my tasks! It has helped me stay on task with work, cleaning, and everything else!",2,2
Could you allow me to add activities on my timeline because my routine and plan is always changing and cannot be limited to a fixed routine. I use this as a daily planner to plan out my full days and weeks ahead of time so it would be good if i can add activities far ahead of time.,2,2
All of my records get deleted automatically.,0,0
Great app but for some time I am not able to create an event from the widget. I have even paid for the app hoping it will resolve itself but this feature still isn't working properly.,0,2
"app maybe okay, but its very confusing to understand. I have tried about 30 min to set a simple task for a particular date, but it doesnt show up anywhere. So, i will keep looking for a more simplyfied app. Sorry.",0,0
"The app itself is very good.  Nevertheless, there's a problem: I can't seem to make it work on my Sony Smartwatch 3.  In fact, as soon as I install the app on my phone, the watch face appears on the watch but after a while (about a minute) it suddenly disappears.",1,1
Terrible! I transferred all my lists from Google to this app do they would all be in one place and they didn't save! So beyond frustrating.,0,0
Works great at keeping me organized. I have not had it long so I will have to explore the features. Update-New phone. I can now use the microphone to add tasks. This app is just smart enough. I use it as my own personal to do list separate from Google Tasks which I use for work. It's simple with just enough features and not all the predictive noise threaded through all Google apps.,2,2
"Loved this app until my reminders no longer pop up on my screen. In other words, I'm not being reminded which is the whole point of the app. Really disappointing after enjoying it for a couple of years. Hope it gets fixed,but currently looking for a different app that works.",0,0
"thanks to you, this app makes me more concentrated and schedulable in my days, and its efficient visual time widget on the home screen is really practical. But sync between calendar and app is a little time-consuming.",2,2
need to learn more,1,0
"You need to pay. It's uselles without paying. Seriously, just 9 list for free?. If you need more list just add them in wunderlist and then import them to this app. Or better, stick with todo from Microsoft, it's free.",0,0
Good replacement for Wunderlist. Missing the possibility to create to-do by sending email.,1,2
If only the calender icons cld stop piling up on the phobe task bar everytime one is due. So if I created 5 events to go off in an hr I'll have 5 icons piled up on my fone. It's not needed. Or at least put an option so people cld disable it if they don't want it.,2,2
I used to use it all the time before. But now it just stops working all the time! Even after uninstalling and downloading a billion times.,0,0
Great for organizing milestones and to do lists,2,2
Needed a replacement for Wunderlist. Looked at several disappointing options before finding TickTick. It has everything I liked about Wunderlist plus it has nice extras like formatting in task notes and it lacks some of Wunderlist's annoying behaviors. It also did the best job importing from Wunderlist. The best alternative to Wunderlist. Period.,2,2
"The app notification doesn't go away even after ticking the task complete, otherwise an amazing app",1,1
"This was a great app for productivity but it was initially difficult to navigate through. Once I figured it out it still took a bit of time to set up and keep track to. If you've used baby of these, this interface is beautiful but it takes some time getting used to the input and progress.",2,1
best habit tracker ✓ edit- can you guys fix the overall habitbull score graph? It's not accurate- always trending down no matter what.,1,1
Real tress can be planted using paid version of the app... So why should I download this free fake version?,0,0
"I like this app as it helps to track things that are important for me. I'm still exploring how effective the method is but I like what I found so far! It'd be nice to have a way to see the correlations or tendencies among habits if any. Good job, nice idea!",2,2
"Good application, its better if synchronisation time can be improved",2,2
"Inferior to Wunderlist. I'm so sad. Sharing is pain that works half the time, UI is below average, pretty much all the features are lessened. I can't believe they don't see this step back.",0,0
"agenda always in sync so you’ll never forget a thing. Sync your phone’s calendar, google calendar, Facebook events, outlook calendar or any other calendar so you don’t forget an important event. • SET REMINDERS - One time reminders, recurring reminders, Location reminders & voice reminders. NEW! Easily create tasks and get reminders in WhatsApp. • WORK TOGE",1,2
"You win, take my money. I have been using this app for many years and never bought the upgrade. I recently upgraded to the S10, and between Bixby, Google, and many planning apps, I just couldn't separate myself from this one. I simply have not found an app that's easier to add and complete tasks. Also the task widget is just hands down better than every other one out there. So fine, if you want to add fullscreen ads (and have the audacity to include sound) then take my money you can have it.",2,2
"I definitely like this app. However, I can't rate it 5/5 because it erased all of my routines this morning, so it's been a bit of a tedious process trying to reprogram everything back in.",1,2
"This is just a re-skinned Samsung calendar, don't waste your time",0,0
"I am a paid user of this app. I like this app a lot, until Android 10. They claim what they used to do is not possible but that is not true because another app I use (Daylio) has a nice notification that jumps out at you, like Any.do used to. Now Any.do gives a regular ignorable notification which you click and the app does something on the screen and is pretty pathetic, THEN it gives it's notification to plan your day. So it's two clicks with a big visual pause in between. Not cool. 👎",0,0
"App is getting more and more annoying. Additional features are forced on you and it lost a lot of its original functionality, which was why I bought it. Most probably I won't renew my subscription.",0,1
Disappointed that you can't share lists across organizations. Doesn't help when you trying to keep track of tasks and collobrations to do lists with people in other companies.,0,0
"Wow... A To Do list app without the option to make your tasks recurring. I won't lie, I am absolutely baffled that this is omitted. Maybe it's in the web version, or the iOS version, but I'll never know... You tick a date in the calendar and... Where is the tick box for 'repeat every xxx'? Maybe it's a premium feature, I guess I'll never know that either...",0,0
The app is making me sign in to an account but won't  let me sign in. Frustrated!,1,1
the app is a great app but customer service is terrible!!! I paid for premium service but my app still runs as the basic plan and I've emailed them multiple times and they finally fixed it but once again this month after i was charged again for subscription the app went back to basic plan vs premium. I've emailed them twice and still no response!!!,0,0
good enough👍👍👍,2,2
It seems so cool and I wanted to use it as soon as possible but it wont even let me log in. It takes 1second to load and then nothing happens,0,1
"I have never been delighted by a microsoft app, and this is no different. A simple to do list app, and I MUST have a Microsoft account??? No thanks, good luck.",1,0
No internet connection all the time !,1,1
Great. Have no issues. Recommend to all.,2,2
",infoo",1,0
LOVE THIS APP!! This app had saved me so many stressful headaches!! The creator is ALWAYS on top of it and so helpful with everyone's questions. Install this app - you won't be sorry!,2,2
It really helps you get focused on your priorities and do your job,2,2
"Good app but too many bugs. The app crashes when you want to buy a new type of trees recently. I was unable to switch between tree types as well. My android is updated, I have Pixel 2 that never had problem with other apps.",1,1
"I like the concept, but the execution needs work. In my experience, the app was laggy non-responsive at times which made the experience of creating and managing tasks tedious.",0,0
Worst app I qm trying to create acount with gmail but it say no internet connection Even my internet work fine every thing working nicely even you tube without lagging,0,0
Works beyond my expectations.,2,2
"Used it twice, so far so good",1,1
"Great incentive/nudge to be present during the activity/practice of your choice. A gentle way to reinforce mindful habits. If I know my tree is going to die because of lack of time or focus, I either clear more time if possible, schedule the task for a more appropriate time-slot or take a few deep breaths to center to why I chose to do this or is this something I really want to do in the first place. It's like a little promise to yourself before diving in.",2,2
Very litle one,1,1
Awesome app does what it's supposed to aside from reminding you. I always forget what I'm supposed to do because it wont remind me at the right times. :(,1,1
Confusing and what they don't tell you before you download is that you have to pay for mostly all the features,0,0
"Best among productivity.... I am going to buy full version soon..... But it worked for 2 days and then it crashes on opening. Sent two mail to your team regarding this but haven't received any update I have tried everything whether on internet or on your Twitter response. I am planning to purchase this app, but it's not doing well I reinstalled almost 3 times but same worked for 1 day and again same problem. Model no: CPH1859 Phone: OPPO Realme 1",0,0
Worked for 2 days. Now I can't enter anything. I enter date time description hit save it says saved but nothing shows up on the lo k dial thingy. too bad nice. oncept. tho,0,0
"Use this app every day and used to totally love it. But in the last month or so they have allowed full-page video ads to take over the screen. The only way to get rid of them is to force close the app, which I now do repeatedly. Can't continue like this! Totally unacceptable. What the heck could they possibly have been thinking. Downright stupid business decision. Looking hard for another app to replace this one as soon as I can. It was nice while it lasted.",0,0
I am facing sync issues. Yesterday I added a todo from my laptop chrome website. Today I didn't get it's notification on my phone. It's when I opened the app when I see that it's being added. This should have been done in the background.,0,1
"Love it and it's good start to build on! But there appears to be syncing issues between calendars no matter how many times I refresh. I'm going to give it time before I give up on it. I'm big on my Happy Planner and would totally ditch it for this if it had similar features, such as a budget planner one could add. I wouldn't use most of the stickers, which is unfortunate because I love my stickers in my planners. Overall....good start?",2,0
Good,2,1
"I've used Todoist for years and it's a fantastic app BUT I won't give it more stars unless they show sub-projects under the parent project again, like it is on desktop. **Edit**: I added one more star for having configurable swipe settings, which I really appreciate. This feature allows you to replace swipe-to-right to ""Select"" with ""Done"" which is far more useful.",1,1
"Just started using the app and it doesn't scale with my phone's zoom settings so the icons on the bottom are cut off. Is there a way to fix this? It doesn't seem to have its own zoom options. More accessibility features would be great (e.g. zoom, contrast, dexterity settings). Also it's great to see a wheelchair available for the avatar but it would be more inclusive and fun for more users if there were more types of default assistive devices (canes, walkers, crutches, braces, glasses, etc).",1,2
"I've used this calendar for years. It has always been the best. But now they've added ads. Unless those go away, I'll be finding a new calendar.",0,0
Can not cancel my membership,0,0
Simple and efficient,2,2
So far this app does everything I need it to do! It helps me to keep track of all of the tasks I want to accomplish and helps me make positive steps towards changing bad habits.,2,2
"No background sync. I love the UI and widget, but it won't update notes I create/change from the PC unless I physically open the app, which renders it useless for my needs.",0,0
"Great app! But have a few suggestions that would make it the best app in the market! Trust me people are looking for this! 1) The ability to add your schedule with a few clicks. For example you can set reoccuring events, but peoples schedules alternate. Would be great to be able to click the days you work group then at the same time and categorize them under work. (For reference look at the nursegrid app) 2) add your spouse or family directly. So everything is synced real time.(familywall)",2,1
"Nice, but without calendar integration it is still incomplete.",1,1
Wunderlist is far better. This is no way close,0,0
"Doesn't popup reminder anymore with Android 10 update. & Revert by support claiming its purely Android 10 issue isn't true... There are apps which continue to have pop-ups (shared with developer, who refuses to acknowledge this & only give defense of Android issue)",0,0
It's a great app almost providing everything you want for free not like other apps. I just wish if there was a timer beside each task you do such that you can spend tasks more efficiently and switch between them . Anyway great job guys 😉,2,2
Good. Please make a note taking app also. You make amazing apps.,2,2
The idea is amazing and it's useful except it stop working(can't show its widget) after update...,0,0
Best app I have downloaded thus far. Keeps all my task organized with a easy to use app and no annoying ads. Highly recommend!,2,2
"Still needs some work to get it up to par with Wunderlist, but works ok",2,2
"Please make the widgets more customizable and make us able to change the background transparency. Edit: Looks like you didn't understand. I'm talking about the background transparency of the widgets. Again, if you didn't understand - I'm talking about the ability to change the background transparency, the blackish background which makes the contrast higher and isn't necessary on wallpapers which aren't too bright.",1,1
Good,2,1
Very exciting app. Very helpful for my daily or weekly shedule. 🌟🌟🌟🌟👍👍👍👍,2,2
This is so complicated it took me awhile to to figure all the stuff. I would suggest add some tutorial on YouTube so anyone can get used to it. and the app is solid and will think about purchasing the pro version.,1,1
"Its pretty neat, but the feedback on the paid app is pretty poor...",1,1
It would have been better if it kept its own database rather than relying on the calendar. I don't want to put trivial things to plan my day in my calendar. Uninstalling.,1,1
Simple to use and track tasks,2,2
It was good now alatm sound of tasks is full but sound is low only this app i have seperate alarm volume and its full,1,1
May I know what's the difference between this app and the any.do calendar app?,1,2
Easy to use and does it job to keep me on track.,2,2
its a good calendar! . Definitely bettwr then most and if they keep up Ill continue to use it. They also are constantly improving the app I'm having difficulties getting it to open on the correct day I'm sure it's just a setting I can't figure out the app keeps opening on a day for days from the current day,2,2
"Pretty great app, motivates me to do stuff I normally wouldn't want to because of the prospect of leveling up. One small gripe I have is that if something with a reminder is marked complete before the reminder goes off, it still reminds you even though you've already done it. Also, sounds when you mark something, etc come out the Ringtone channel, not the Media channel.",2,2
free version has a lot of functionality but i do plan on paying after a few weeks of using it... just to see if i will use it consistently,2,2
"I like that it allows specific habits, I don't like that it does not give proper percentages of how much you've done your habits. after using it about a month i deleted it, because even though i was doing almost every habit 100%, it kept giving me <50%. it was demoralizing.",0,0
"Very happy with this app, exactly what I needed. Just 1 issue, if I put a repeating reminder for any task, it works (rings/notifies) only on the first day and nothing after that. Please fix this.",2,2
"This is the best planing app I could find on the play store. It syncs with my Google calendar enabling it to be an all inclusive planner, but also has lots of personal orginazational abilities. I am very impressed with this planner and would recommend it to anyone who likes to be very well planned.",2,2
Does what it's meant to. Limited to the amount of list you can make unless you pay for premium,1,1
Not for me,1,1
"Great app, but deleted it because I don't like the new Santa hat icon Edit: added a star because they replied and reverted the icon",0,0
